ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor;Wetter-ID_Head;besetze Fläche;freieVor in ha
PR2_RDE_139;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Beringstedt,Gokels,LÃ¼tjenwestedt,Seefeld,TodenbÃ¼ttel;Gokels,LÃ¼tjenwestedt,Seefeld;286,6;103,8;-;-;[54.1194468, 9.509056];[54.1190573, 9.4835565];2303;0,0;103,8
PR2_RDE_140;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Nienborstel,Osterstedt;Nienborstel,Osterstedt;54,7;45,1;-;WKA in Betrieb;[54.124809, 9.5990368];[54.124809, 9.5990368];2303;82,134;-37,034
PR2_RDE_141;Rendsburg-EckernfÃ¶rde;-;Timmaspe;-;32,6;0,0;-;-;[54.1407315, 9.8913017];[0, 0];2303;0,0;0,0
PR2_RDE_142;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Beldorf,Bornholt,Steenfeld;Beldorf,Bornholt,Steenfeld;141,5;118,7;WKA in Betrieb;WKA in Betrieb;[54.1181099, 9.3527883];[54.1181099, 9.3527883];4039;91,459;27,241
PR2_RDE_144;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Bendorf,Thaden;Bendorf,Thaden;273,4;238,3;WKA in Betrieb;WKA in Betrieb;[54.0912174, 9.3999582];[54.0912174, 9.3999582];4039;0,0;238,3
PR2_RDE_145;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Aukrug,Gnutz;Aukrug;108,4;73,7;-;-;[54.1100278, 9.8070957];[54.0842226, 9.7883486];2429;0,0;73,7
PR2_RDE_147;Rendsburg-EckernfÃ¶rde;-;Hohenwestedt,Wapelfeld;-;115,6;0,0;-;-;[54.0880651, 9.6349229];[0, 0];2429;0,0;0,0
PR2_RDE_148;Rendsburg-EckernfÃ¶rde;-;Wasbek;-;17,2;0,0;-;-;[54.0846322, 9.8956117];[0, 0];2429;0,0;0,0
PR2_RDE_150;Rendsburg-EckernfÃ¶rde;-;Osterstedt,Puls,Reher;-;61,8;0,0;-;-;[54.0937477, 9.558063];[0, 0];2429;0,0;0,0
PR2_RDE_155;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Aukrug,Wasbek;Aukrug,Wasbek;61,6;55,4;-;-;[54.0844274, 9.8419801];[54.0844274, 9.8419801];2429;0,0;55,4
PR2_RDE_156;Rendsburg-EckernfÃ¶rde;-;Hohenwestedt,Tappendorf;-;59,6;0,0;-;-;[54.0969316, 9.6786355];[0, 0];2429;0,0;0,0
PR2_RDE_157;Rendsburg-EckernfÃ¶rde;-;Bendorf,Thaden;-;91,1;0,0;-;-;[54.0912174, 9.3999582];[0, 0];4039;0,0;0,0
PR2_RDE_158;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Bendorf,Bornholt;Bendorf,Bornholt;25,0;18,1;-;-;[54.091018, 9.350653];[54.091018, 9.350653];4039;0,0;18,1
PR2_RDE_159;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Hohenwestedt,Jahrsdorf,Wapelfeld;Hohenwestedt,Jahrsdorf,Wapelfeld;157,0;25,5;-;-;[54.0795214, 9.6336604];[54.0795214, 9.6336604];2429;0,0;25,5
PR2_RDE_161;Rendsburg-EckernfÃ¶rde;-;Bendorf;-;57,2;0,0;-;-;[54.0912174, 9.3725106];[0, 0];4039;0,0;0,0
PR2_RDE_162;Rendsburg-EckernfÃ¶rde;-;Aukrug,Grauel,Meezen;-;152,7;0,0;-;-;[54.0716584, 9.7233237];[0, 0];2429;0,0;0,0
PR2_RDE_164;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Arpsdorf,Padenstedt;Padenstedt;61,2;20,9;-;-;[54.0441266, 9.8879563];[54.04882, 9.9173133];2429;0,0;20,9
PR2_RDE_301;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Gammelby,Rieseby;Gammelby,Rieseby;65,5;42,2;-;-;[54.5208281, 9.8049562];[54.5208281, 9.8049562];5930;0,0;42,2
PR2_RDE_303;Rendsburg-EckernfÃ¶rde;-;Osterby,Windeby;-;97,3;0,0;-;-;[54.4585566, 9.7847458];[0, 0];5930;0,0;0,0
PR2_RDE_304;Rendsburg-EckernfÃ¶rde;-;Altenholz,Felm;-;45,8;0,0;-;-;[54.4029174, 10.092582];[0, 0];2564;0,0;0,0
PR2_RDE_306;Rendsburg-EckernfÃ¶rde;-;Rodenbek;-;45,8;0,0;-;-;[54.2756036, 10.0190938];[0, 0];2564;0,0;0,0
PR2_RDE_307;Rendsburg-EckernfÃ¶rde;-;Rodenbek,Rumohr,Schierensee;-;15,1;0,0;-;-;[54.2624071, 10.0095231];[0, 0];2564;0,0;0,0
PR2_RDE_308;Rendsburg-EckernfÃ¶rde;-;Bissee,BrÃ¼gge;-;27,6;0,0;-;-;[54.182124, 10.0903788];[0, 0];2564;0,0;0,0
PR2_RDE_309;Rendsburg-EckernfÃ¶rde;-;Jevenstedt,OsterrÃ¶nfeld;-;65,1;0,0;-;-;[54.2609506, 9.6774721];[0, 0];2303;0,0;0,0
PR2_RDE_310;Rendsburg-EckernfÃ¶rde;-;Jevenstedt;-;47,0;0,0;-;-;[54.2336289, 9.6606871];[0, 0];2303;0,0;0,0
PR2_RDE_311;Rendsburg-EckernfÃ¶rde;-;Krogaspe,Wasbek;-;45,0;0,0;-;-;[54.1081236, 9.9122205];[0, 0];2429;0,0;0,0
PR2_RDE_312;Rendsburg-EckernfÃ¶rde;-;Timmaspe,Wasbek;-;15,1;0,0;-;-;[54.1126819, 9.8934567];[0, 0];2429;0,0;0,0
PR2_RDE_313;Rendsburg-EckernfÃ¶rde;-;Wasbek;-;125,2;0,0;-;-;[54.0846322, 9.8956117];[0, 0];2429;0,0;0,0
PR2_RDE_314;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Aukrug,Ehndorf,Wasbek;Aukrug,Ehndorf,Wasbek;226,6;179,3;-;-;[54.0726457, 9.8496535];[54.0726457, 9.8496535];2429;0,0;179,3
PR2_RDE_315;Rendsburg-EckernfÃ¶rde;-;Ehndorf;-;36,0;0,0;-;-;[54.0490823, 9.8650003];[0, 0];2429;0,0;0,0
PR2_RDE_316;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Arpsdorf,Padenstedt;Arpsdorf,Padenstedt;115,7;85,2;-;-;[54.0441266, 9.8879563];[54.0441266, 9.8879563];2429;0,0;85,2
PR2_RDE_317;Rendsburg-EckernfÃ¶rde;Rendsburg-EckernfÃ¶rde;Padenstedt;Padenstedt;74,2;34,5;-;-;[54.04882, 9.9173133];[54.04882, 9.9173133];2429;0,0;34,5
PR2_RDE_401;Rendsburg-EckernfÃ¶rde;-;Kosel;-;47,1;0,0;-;-;[54.5056225, 9.7546389];[0, 0];5930;0,0;0,0
PR2_RDE_402;Rendsburg-EckernfÃ¶rde;-;Gammelby,Kosel,Rieseby;-;37,9;0,0;-;-;[54.5157596, 9.7881838];[0, 0];5930;0,0;0,0
PR2_RDE_403;Rendsburg-EckernfÃ¶rde;-;GÃ¼by,Hummelfeld;-;19,4;0,0;-;-;[54.473548, 9.6922465];[0, 0];2303;0,0;0,0
PR2_RDE_404;Rendsburg-EckernfÃ¶rde;-;Sehestedt;-;47,7;0,0;-;-;[54.3667005, 9.8166689];[0, 0];2303;0,0;0,0
PR2_RDE_405;Rendsburg-EckernfÃ¶rde;-;Hohn,Lohe-FÃ¶hrden;-;44,1;0,0;-;-;[54.3170949, 9.5237554];[0, 0];2303;0,0;0,0
PR2_RDE_407;Rendsburg-EckernfÃ¶rde;-;Emkendorf;-;18,1;0,0;-;-;[54.2623019, 9.8470685];[0, 0];2303;0,0;0,0
PR2_RDE_408;Rendsburg-EckernfÃ¶rde;-;Bokel,Emkendorf;-;22,7;0,0;-;-;[54.2390429, 9.8205602];[0, 0];2303;0,0;0,0
PR2_RDE_409;Rendsburg-EckernfÃ¶rde;-;BÃ¶hnhusen,Reesdorf,Techelsdorf;-;21,0;0,0;-;-;[54.2093403, 10.0541433];[0, 0];2564;0,0;0,0
PR2_RDE_410;Rendsburg-EckernfÃ¶rde;-;Hohenwestedt,Tappendorf;-;23,1;0,0;-;-;[54.0969316, 9.6786355];[0, 0];2429;0,0;0,0
PR2_RDE_411;Rendsburg-EckernfÃ¶rde;-;AasbÃ¼ttel,Bendorf,Bokhorst;-;21,9;0,0;-;-;[54.1276691, 9.4074113];[0, 0];4039;0,0;0,0
PR2_RDE_412;Rendsburg-EckernfÃ¶rde;-;Negenharrie;-;26,3;0,0;-;-;[54.1437717, 10.0755472];[0, 0];2564;0,0;0,0
PR2_RDE_420;Rendsburg-EckernfÃ¶rde;-;Beldorf,Bornholt;-;17,8;0,0;-;-;[54.107189, 9.334234];[0, 0];4039;0,0;0,0
PR2_RDE_501;Rendsburg-EckernfÃ¶rde;-;Brekendorf,Owschlag;-;52,9;0,0;-;-;[54.4073667, 9.6110937];[0, 0];2303;0,0;0,0
PR2_RDE_502;Rendsburg-EckernfÃ¶rde;-;Holzdorf,Rieseby;-;29,3;0,0;-;-;[54.5478693, 9.8561636];[0, 0];5930;0,0;0,0
PR2_RDE_503;Rendsburg-EckernfÃ¶rde;-;Schwedeneck,Strande;-;103,9;0,0;-;-;[54.4554667, 10.1390144];[0, 0];2564;0,0;0,0
PR2_RDE_504;Rendsburg-EckernfÃ¶rde;-;Langwedel;-;27,5;0,0;-;-;[54.2116886, 9.9301891];[0, 0];2564;0,0;0,0
PR2_RDE_505;Rendsburg-EckernfÃ¶rde;-;Eisendorf,Ellerdorf;-;25,4;0,0;-;-;[54.1932886, 9.8541434];[0, 0];2303;0,0;0,0
PR2_RDE_506;Rendsburg-EckernfÃ¶rde;-;Holzdorf,Rieseby;-;30,3;0,0;-;-;[54.5478693, 9.8561636];[0, 0];5930;0,0;0,0
PR3_SEG_001;Segeberg;-;Belau,Dersau,Schmalensee,Stocksee;-;212,7;0,0;-;-;[54.0932584, 10.3209389];[0, 0];2564;0,0;0,0
PR3_SEG_003;Segeberg;Segeberg;Damsdorf,Schmalensee,Stocksee,Tarbek;Damsdorf,Schmalensee;307,2;40,6;WKA in Betrieb;WKA in Betrieb;[54.0733558, 10.3001321];[54.0738817, 10.293399];2564;40,159;0,4410000000000025
PR3_SEG_005;Segeberg;-;BornhÃ¶ved;-;39,3;0,0;-;-;[54.0699273, 10.2271367];[0, 0];2564;0,0;0,0
PR3_SEG_006;Segeberg;-;Glasau;-;18,9;0,0;-;-;[54.0446763, 10.5270196];[0, 0];3897;0,0;0,0
PR3_SEG_007;Segeberg;-;Bosau,Seedorf;-;51,8;0,0;-;-;[54.0502773, 10.4098784];[0, 0];3897;0,0;0,0
PR3_SEG_008;Segeberg;-;Glasau;-;30,1;0,0;-;-;[54.0446763, 10.5270196];[0, 0];3897;0,0;0,0
PR3_SEG_009;Segeberg;-;Tarbek;-;219,2;0,0;-;-;[54.0561488, 10.266654];[0, 0];2564;0,0;0,0
PR3_SEG_010;Segeberg;-;Seedorf;-;25,6;0,0;-;-;[54.0502773, 10.4098784];[0, 0];3897;0,0;0,0
PR3_SEG_011;Segeberg;-;Tarbek;-;45,6;0,0;-;-;[54.0561488, 10.266654];[0, 0];2564;0,0;0,0
PR3_SEG_012;Segeberg;-;Nehms,Seedorf;-;97,6;0,0;-;-;[54.0344784, 10.3840784];[0, 0];3897;0,0;0,0
PR3_SEG_013;Segeberg;Segeberg;Travenhorst;Travenhorst;38,6;25,4;-;-;[54.0155103, 10.4640916];[54.0155103, 10.4640916];3897;0,0;25,4
PR3_SEG_014;Segeberg;-;Daldorf;-;63,9;0,0;-;-;[54.0180943, 10.248455];[0, 0];3086;0,0;0,0
PR3_SEG_015;Segeberg;-;Blunk;-;111,7;0,0;-;-;[54.0102315, 10.3121951];[0, 0];3086;0,0;0,0
PR3_SEG_016;Segeberg;-;Wensin;-;36,4;0,0;-;-;[53.9937539, 10.4194668];[0, 0];3086;0,0;0,0
PR3_SEG_017;Segeberg;-;Travenhorst;-;16,6;0,0;-;-;[54.0155103, 10.4640916];[0, 0];3897;0,0;0,0
PR3_SEG_018;Segeberg;Segeberg;Boostedt,GroÃenaspe,NeumÃ¼nster,Stadt;GroÃenaspe;238,9;38,0;-;-;[53.9258971, 10.0113701];[53.9737843, 9.9687538];4466;0,0;38,0
PR3_SEG_019;Segeberg;Segeberg;Arpsdorf,Hardebek,Hasenkrug;Hardebek,Hasenkrug;165,5;162,4;WKA in Betrieb;WKA in Betrieb;[53.9864386, 9.8593398];[53.9864386, 9.8593398];2429;0,0;162,4
PR3_SEG_020;Segeberg;-;Blunk;-;28,7;0,0;-;-;[54.0102315, 10.3121951];[0, 0];3086;0,0;0,0
PR3_SEG_021;Segeberg;-;Blunk,GroÃ RÃ¶nnau,Krems II;-;142,8;0,0;-;-;[53.9900819, 10.3266669];[0, 0];3086;0,0;0,0
PR3_SEG_022;Segeberg;-;AhrensbÃ¶k,Pronstorf;-;112,9;0,0;-;-;[53.9578923, 10.4701203];[0, 0];3086;0,0;0,0
PR3_SEG_023;Segeberg;-;AhrensbÃ¶k,Pronstorf;-;40,8;0,0;-;-;[53.9578923, 10.4701203];[0, 0];3086;0,0;0,0
PR3_SEG_024;Segeberg;Segeberg;GroÃenaspe,Wiemersdorf;GroÃenaspe,Wiemersdorf;339,3;307,6;WKA in Betrieb;WKA in Betrieb;[53.9658539, 9.9368212];[53.9658539, 9.9368212];2429;75,764;231,836
PR3_SEG_025;Segeberg;-;Armstedt,Wiemersdorf;-;34,3;0,0;-;-;[53.9639049, 9.8782671];[0, 0];2429;0,0;0,0
PR3_SEG_026;Segeberg;-;Armstedt,Fuhlendorf,Hagen;-;147,7;0,0;-;-;[53.9533863, 9.8545355];[0, 0];2429;0,0;0,0
PR3_SEG_027;Segeberg;Segeberg;Wiemersdorf;Wiemersdorf;55,6;41,7;-;-;[53.9579236, 9.9048886];[53.9579236, 9.9048886];2429;0,0;41,7
PR3_SEG_028;Segeberg;Segeberg;AhrensbÃ¶k,Pronstorf,Stockelsdorf;AhrensbÃ¶k,Pronstorf,Stockelsdorf;217,0;217,0;WKA in Betrieb;WKA in Betrieb;[53.9578923, 10.4701203];[53.9578923, 10.4701203];3086;0,0;217,0
PR3_SEG_029;Segeberg;Segeberg;Bad Segeberg,Schieren,Stipsdorf,Weede;Weede;180,5;26,1;-;-;[53.9362979, 10.3508911];[53.9221267, 10.3726177];3086;0,0;26,1
PR3_SEG_030;Segeberg;-;Hagen,Hitzhusen;-;32,2;0,0;-;-;[53.9348143, 9.8409932];[0, 0];2429;0,0;0,0
PR3_SEG_031;Segeberg;-;Pronstorf;-;27,9;0,0;-;-;[53.9578923, 10.4701203];[0, 0];3086;0,0;0,0
PR3_SEG_032;Segeberg;Segeberg;FÃ¶hrden-Barl,Hitzhusen,Weddelbrook;FÃ¶hrden-Barl,Hitzhusen,Weddelbrook;124,0;19,8;-;-;[53.9181377, 9.8237815];[53.9181377, 9.8237815];2429;0,0;19,8
PR3_SEG_033;Segeberg;-;Geschendorf,Strukdorf,Weede;-;53,2;0,0;-;-;[53.9212435, 10.4338676];[0, 0];3086;0,0;0,0
PR3_SEG_034;Segeberg;-;Strukdorf;-;79,1;0,0;-;-;[53.9202193, 10.486009];[0, 0];3086;0,0;0,0
PR3_SEG_035;Segeberg;Segeberg;NeuengÃ¶rs,Weede;NeuengÃ¶rs,Weede;193,7;148,8;WKA in Betrieb;WKA in Betrieb;[53.9110633, 10.3779588];[53.9110633, 10.3779588];3086;46,338;102,46200000000002
PR3_SEG_036;Segeberg;-;Klein GladebrÃ¼gge,Traventhal;-;17,4;0,0;-;-;[53.9081666, 10.3185449];[0, 0];3086;0,0;0,0
PR3_SEG_037;Segeberg;-;HÃ¶gersdorf,Schwissel;-;50,4;0,0;-;-;[53.9086915, 10.2878073];[0, 0];3086;0,0;0,0
PR3_SEG_038;Segeberg;-;Bark,KÃ¼kels,Todesfelde,Wittenborn;-;324,1;0,0;-;-;[53.9068953, 10.2056101];[0, 0];4466;0,0;0,0
PR3_SEG_039;Segeberg;-;MÃ¶nkloh;-;24,4;0,0;-;-;[53.8879889, 9.7892835];[0, 0];2429;0,0;0,0
PR3_SEG_040;Segeberg;Segeberg;Bebensee,Leezen,MÃ¶zen;Bebensee,Leezen,MÃ¶zen;172,4;60,6;-;-;[53.8843732, 10.2723161];[53.8843732, 10.2723161];3086;0,0;60,6
PR3_SEG_041;Segeberg;-;MÃ¶nkloh;-;34,7;0,0;-;-;[53.8879889, 9.7892835];[0, 0];2429;0,0;0,0
PR3_SEG_042;Segeberg;Segeberg;BÃ¼hnsdorf,Feldhorst,NeuengÃ¶rs,Rehhorst;BÃ¼hnsdorf,Feldhorst,NeuengÃ¶rs,Rehhorst;101,4;29,9;-;-;[53.87535, 10.2927499];[53.87535, 10.2927499];3086;0,0;29,9
PR3_SEG_043;Segeberg;Segeberg;LentfÃ¶hrden,Weddelbrook;LentfÃ¶hrden,Weddelbrook;117,0;34,7;-;-;[53.8882263, 9.8574754];[53.8882263, 9.8574754];2429;0,0;34,7
PR3_SEG_044;Segeberg;-;Fredesdorf,Todesfelde;-;15,1;0,0;-;-;[53.8859291, 10.1898469];[0, 0];4466;0,0;0,0
PR3_SEG_045;Segeberg;-;Weddelbrook;-;45,5;0,0;-;-;[53.9033941, 9.8293928];[0, 0];2429;0,0;0,0
PR3_SEG_046;Segeberg;-;Fredesdorf,KÃ¼kels,Leezen;-;91,4;0,0;-;-;[53.8797922, 10.2296669];[0, 0];1975;0,0;0,0
PR3_SEG_047;Segeberg;-;Fredesdorf,Seth,StruvenhÃ¼tten,Stuvenborn,Todesfelde;-;795,8;0,0;-;-;[53.8673836, 10.146787];[0, 0];4466;0,0;0,0
PR3_SEG_049;Segeberg;-;LentfÃ¶hrden,NÃ¼tzen;-;38,4;0,0;-;-;[53.8692084, 9.9031695];[0, 0];4466;0,0;0,0
PR3_SEG_052;Segeberg;Segeberg;Kaltenkirchen,NÃ¼tzen,Schmalfeld;Schmalfeld;96,0;17,8;-;-;[53.8592465, 9.9550729];[53.8752099, 9.982949];4466;0,0;17,8
PR3_SEG_054;Segeberg;-;Fredesdorf,GroÃ Niendorf,Leezen,Seth,SÃ¼lfeld;-;424,5;0,0;-;-;[53.8479619, 10.2209628];[0, 0];1975;0,0;0,0
PR3_SEG_055;Segeberg;Segeberg;SievershÃ¼tten,StruvenhÃ¼tten;SievershÃ¼tten,StruvenhÃ¼tten;47,0;20,2;-;-;[53.8548645, 10.0834847];[53.8548645, 10.0834847];4466;0,0;20,2
PR3_SEG_057;Segeberg;Segeberg;GroÃ Niendorf,Leezen,Neversdorf;GroÃ Niendorf;155,2;23,5;WKA in Betrieb;WKA in Betrieb;[53.8586525, 10.2619245];[53.847448, 10.2449855];3086;0,0;23,5
PR3_SEG_058;Segeberg;-;Seth;-;39,0;0,0;-;-;[53.8494522, 10.1750076];[0, 0];4466;0,0;0,0
PR3_SEG_059;Segeberg;Segeberg;Heidmoor,LentfÃ¶hrden,Lutzhorn;Heidmoor;432,7;68,2;-;-;[53.8604977, 9.8383495];[53.8669174, 9.8168026];2429;0,0;68,2
PR3_SEG_061;Segeberg;-;Alveslohe;-;20,2;0,0;-;-;[53.7890889, 9.9160002];[0, 0];4466;0,0;0,0
PR3_SEG_062;Segeberg;-;Alveslohe,Kaltenkirchen;-;21,8;0,0;-;-;[53.8131302, 9.9387445];[0, 0];4466;0,0;0,0
PR3_SEG_301;Segeberg,PlÃ¶n;-;BornhÃ¶ved,GÃ¶nnebek,RendswÃ¼hren;-;197,6;0,0;-;-;[54.064649, 10.2235392];[0, 0];2564;0,0;0,0
PR3_SEG_302;Segeberg,PlÃ¶n;Segeberg,PlÃ¶n;GÃ¶nnebek,GroÃ Kummerfeld,RendswÃ¼hren;GÃ¶nnebek,GroÃ Kummerfeld;343,5;163,4;-;-;[0, 0];[0, 0];6108;0,0;163,4
PR3_SEG_303;Segeberg;-;HeidmÃ¼hlen,Latendorf,Rickling;-;174,9;0,0;-;-;[53.991204, 10.105119];[0, 0];4466;0,0;0,0
PR3_SEG_304;Segeberg;-;GroÃenaspe,Hardebek;-;62,1;0,0;-;-;[53.9809611, 9.9186235];[0, 0];2429;0,0;0,0
PR3_SEG_306;Segeberg;Segeberg;Armstedt,Hardebek,Wiemersdorf;Armstedt;188,2;23,1;-;-;[53.9719826, 9.8750091];[53.9698863, 9.8516456];2429;0,0;23,1
PR3_SEG_307;Segeberg;-;NegernbÃ¶tel;-;18,8;0,0;-;-;[53.9830727, 10.2494962];[0, 0];3086;0,0;0,0
PR3_SEG_309;Segeberg;Segeberg;Rickling,Wahlstedt;Rickling,Wahlstedt;127,9;64,4;-;-;[53.9793097, 10.1898692];[53.9793097, 10.1898692];3086;0,0;64,4
PR3_SEG_310;Segeberg;-;Bark,HeidmÃ¼hlen;-;35,1;0,0;-;-;[53.9415805, 10.1337058];[0, 0];4466;0,0;0,0
PR3_SEG_311;Segeberg;-;HeidmÃ¼hlen;-;16,0;0,0;-;-;[53.9721076, 10.0847274];[0, 0];4466;0,0;0,0
PR3_SEG_312;Segeberg;-;Fahrenkrug,Wittenborn;-;66,1;0,0;-;-;[53.9346518, 10.2383943];[0, 0];3086;0,0;0,0
PR3_SEG_314;Segeberg;-;GroÃenaspe;-;71,9;0,0;-;-;[53.9737843, 9.9687538];[0, 0];2429;0,0;0,0
PR3_SEG_315;Segeberg;-;GroÃenaspe;-;40,2;0,0;-;-;[53.9737843, 9.9687538];[0, 0];2429;0,0;0,0
PR3_SEG_316;Segeberg;-;GroÃenaspe;-;142,4;0,0;-;-;[53.9737843, 9.9687538];[0, 0];2429;0,0;0,0
PR3_SEG_317;Segeberg;-;BimÃ¶hlen;-;93,3;0,0;-;-;[53.9366307, 9.9533923];[0, 0];2429;0,0;0,0
PR3_SEG_318;Segeberg;Segeberg;BimÃ¶hlen,Hasenmoor;BimÃ¶hlen;176,6;50,1;-;-;[53.9182019, 9.9671677];[53.9366307, 9.9533923];4466;0,0;50,1
PR3_SEG_319;Segeberg;-;Bad Bramstedt;-;46,8;0,0;-;-;[53.9167, 9.88333];[0, 0];2429;0,0;0,0
PR3_SEG_320;Segeberg;-;Hasenmoor;-;21,8;0,0;-;-;[53.8997732, 9.9809431];[0, 0];4466;0,0;0,0
PR3_SEG_321;Segeberg;-;Bark,Todesfelde;-;174,2;0,0;-;-;[53.9029532, 10.1818452];[0, 0];4466;0,0;0,0
PR3_SEG_322;Segeberg;-;Hartenholm,StruvenhÃ¼tten,Todesfelde;-;177,1;0,0;-;-;[53.8863977, 10.098374];[0, 0];4466;0,0;0,0
PR3_SEG_323;Segeberg;Segeberg;Hartenholm,Hasenmoor,Schmalfeld,StruvenhÃ¼tten;Hasenmoor,StruvenhÃ¼tten;183,6;43,5;-;-;[53.8848308, 10.019502];[53.8819596, 10.0174938];4466;0,0;43,5
PR3_SEG_324;Segeberg;-;Bad Bramstedt,LentfÃ¶hrden,Schmalfeld;-;56,0;0,0;-;-;[53.8883228, 9.917279];[0, 0];4466;0,0;0,0
PR3_SEG_325;Segeberg;-;LentfÃ¶hrden;-;28,5;0,0;-;-;[53.8730585, 9.885558];[0, 0];4466;0,0;0,0
PR3_SEG_326;Segeberg;-;Heidmoor;-;17,0;0,0;-;-;[53.8669174, 9.8168026];[0, 0];2429;0,0;0,0
PR3_SEG_327;Segeberg;Segeberg;Heidmoor,LentfÃ¶hrden,NÃ¼tzen;Heidmoor,LentfÃ¶hrden,NÃ¼tzen;307,2;73,9;WKA in Betrieb;WKA in Betrieb;[53.8684447, 9.8743805];[53.8684447, 9.8743805];4466;0,0;73,9
PR3_SEG_328;Segeberg,Pinneberg;-;Alveslohe,Bilsen,Ellerau;-;91,8;0,0;-;-;[0, 0];[0, 0];6108;0,0;0,0
PR3_SEG_329;Segeberg;-;Oering,Seth;-;28,4;0,0;-;-;[53.836877, 10.1621526];[0, 0];4466;0,0;0,0
PR3_SEG_330;Segeberg;-;Nahe;-;60,9;0,0;-;-;[53.7942267, 10.13793];[0, 0];1975;0,0;0,0
PR3_SEG_331;Segeberg;-;Itzstedt,SÃ¼lfeld;-;17,7;0,0;-;-;[53.8036558, 10.1938697];[0, 0];1975;0,0;0,0
PR3_SEG_332;Segeberg;-;GroÃ Niendorf,SÃ¼lfeld,TravenbrÃ¼ck;-;127,7;0,0;-;-;[53.8238853, 10.2380866];[0, 0];1975;0,0;0,0
PR3_SEG_333;Segeberg;-;SÃ¼lfeld;-;20,7;0,0;-;-;[53.8003225, 10.2311878];[0, 0];1975;0,0;0,0
PR3_SEG_335;Segeberg;-;Norderstedt;-;74,9;0,0;-;-;[53.7089898, 9.9891914];[0, 0];4466;0,0;0,0
PR3_SEG_401;Segeberg;-;Bad Bramstedt,BimÃ¶hlen;-;23,9;0,0;-;-;[53.9266654, 9.9183612];[0, 0];2429;0,0;0,0
PR3_SEG_402;Segeberg;-;NÃ¼tzen;-;16,8;0,0;-;-;[53.8653583, 9.9207809];[0, 0];4466;0,0;0,0
PR3_SEG_403;Segeberg;-;Henstedt-Ulzburg,Wakendorf II;-;32,6;0,0;-;-;[53.7873673, 10.0314477];[0, 0];4466;0,0;0,0
PR3_SEG_404;Segeberg;-;Kisdorf;-;21,5;0,0;-;-;[53.8103523, 10.0101077];[0, 0];4466;0,0;0,0
PR3_SEG_405;Segeberg;-;Kisdorf,Oering,SievershÃ¼tten;-;27,8;0,0;-;-;[53.8267457, 10.0907767];[0, 0];4466;0,0;0,0
PR3_SEG_406;Segeberg;-;Geschendorf,Schieren,Westerrade;-;67,8;0,0;-;-;[53.9335304, 10.4315712];[0, 0];3086;0,0;0,0
PR3_SEG_407;Segeberg;-;Pronstorf,Westerrade;-;15,5;0,0;-;-;[53.9463481, 10.4652462];[0, 0];3086;0,0;0,0
PR3_SEG_501;Segeberg;-;Henstedt-Ulzburg;-;18,2;0,0;-;-;[53.7926888, 9.9808134];[0, 0];4466;0,0;0,0
PR3_SEG_601;Segeberg;-;SÃ¼lfeld;-;69,1;0,0;-;-;[53.8003225, 10.2311878];[0, 0];1975;0,0;0,0
PR1_SLF_001;Schleswig-Flensburg;Schleswig-Flensburg;BÃ¶xlund,Jardelund,Weesby;BÃ¶xlund,Jardelund,Weesby;159,6;159,6;-;-;[54.8352473, 9.1809374];[54.8352473, 9.1809374];2907;0,0;159,6
PR1_SLF_002;Schleswig-Flensburg;-;BÃ¶xlund,Weesby;-;34,4;0,0;-;-;[54.8349748, 9.1658544];[0, 0];2907;0,0;0,0
PR1_SLF_003;Schleswig-Flensburg;Schleswig-Flensburg;Jardelund;Jardelund;264,6;198,8;-;-;[54.8357922, 9.2111032];[54.8357922, 9.2111032];1379;0,0;198,8
PR1_SLF_004;Schleswig-Flensburg;Schleswig-Flensburg;Weesby;Weesby;25,1;24,8;WKA in Betrieb;WKA in Betrieb;[54.8308228, 9.1519667];[54.8308228, 9.1519667];2907;0,0;24,8
PR1_SLF_005;Schleswig-Flensburg;-;Weesby;-;71,3;0,0;-;-;[54.8308228, 9.1519667];[0, 0];2907;0,0;0,0
PR1_SLF_006;Schleswig-Flensburg;-;Langballig,Munkbrarup,Ringsberg;-;43,4;0,0;-;-;[54.8003612, 9.6084165];[0, 0];1379;0,0;0,0
PR1_SLF_009;Schleswig-Flensburg;-;Handewitt;-;65,5;0,0;-;-;[54.7568187, 9.3251444];[0, 0];1379;0,0;0,0
