ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;WKAPot;WKAVor;Coords Pot;Coords Vor
PR3_LAU_067;Herzogtum Lauenburg;Herzogtum Lauenburg;Basedow,Juliusburg,Krüzen,Lütau;Basedow,Lütau;222.7;200.9;WKA in Betrieb;WKA in Betrieb;[53.4181197, 10.5410412];[53.4267943, 10.5663039]
PR3_LAU_068;Herzogtum Lauenburg;-;Juliusburg,Krukow,Schnakenbek;-;200.7;0.0;-;-;[53.4074466, 10.4962495];[0, 0]
PR3_LAU_069;Herzogtum Lauenburg;-;Krüzen;-;45.5;0.0;-;-;[53.4021848, 10.5267557];[0, 0]
PR3_LAU_070;Herzogtum Lauenburg;-;Buchhorst,Lanze;-;67.3;0.0;-;-;[53.3874213, 10.5872014];[0, 0]
PR3_LAU_071;Herzogtum Lauenburg;-;Schnakenbek;-;26. Apr;0.0;-;-;[53.3860198, 10.5023203];[0, 0]
PR3_LAU_301;Herzogtum Lauenburg;-;Groß Sarau,Klempau;-;73.2;0.0;-;-;[53.7673386, 10.6979309];[0, 0]
PR3_LAU_302;Herzogtum Lauenburg;-;Groß Sarau,Klempau,Pogeez;-;98.1;0.0;-;-;[53.7618428, 10.7084569];[0, 0]
PR3_LAU_303;Herzogtum Lauenburg;-;Schönberg;-;22. Jan;0.0;-;-;[53.6781808, 10.4318363];[0, 0]
PR3_LAU_304;Herzogtum Lauenburg;-;Schönberg;-;22. Jun;0.0;-;-;[53.6781808, 10.4318363];[0, 0]
PR3_LAU_305;Herzogtum Lauenburg;-;Linau;-;21. Mai;0.0;-;-;[53.646657, 10.4710765];[0, 0]
PR3_LAU_306;Herzogtum Lauenburg;-;Fuhlenhagen,Talkau;-;24. Feb;0.0;-;-;[53.5753241, 10.5476714];[0, 0]
PR3_LAU_307;Herzogtum Lauenburg;-;Fuhlenhagen,Schretstaken;-;31. Jan;0.0;-;-;[53.5814667, 10.5427652];[0, 0]
PR3_LAU_308;Herzogtum Lauenburg;-;Basthorst,Hamfelde,Mühlenrade;-;28. Sep;0.0;-;-;[53.5902543, 10.4669547];[0, 0]
PR3_LAU_309;Herzogtum Lauenburg;-;Kasseburg,Kuddewörde;-;98.3;0.0;-;-;[53.5770026, 10.4094165];[0, 0]
PR3_LAU_310;Herzogtum Lauenburg;-;Basthorst,Kasseburg,Kuddewörde,Möhnsen;-;51.9;0.0;-;-;[53.5728382, 10.4399399];[0, 0]
PR3_LAU_311;Herzogtum Lauenburg;-;Basthorst,Havekost,Möhnsen;-;95.8;0.0;-;-;[53.5594752, 10.4723722];[0, 0]
PR3_LAU_312;Herzogtum Lauenburg;-;Kasseburg,Möhnsen;-;30. Sep;0.0;-;-;[53.5640134, 10.4416197];[0, 0]
PR3_LAU_313;Herzogtum Lauenburg;-;Grove,Havekost;-;24. Apr;0.0;-;-;[53.5344877, 10.4854717];[0, 0]
PR3_LAU_314;Herzogtum Lauenburg;-;Sahms;-;19. Feb;0.0;-;-;[53.5212805, 10.5324365];[0, 0]
PR3_LAU_315;Herzogtum Lauenburg;-;Müssen;-;72.4;0.0;-;-;[53.4953546, 10.5641674];[0, 0]
PR3_LAU_316;Herzogtum Lauenburg;-;Müssen;-;35.1;0.0;-;-;[53.4953546, 10.5641674];[0, 0]
PR3_LAU_317;Herzogtum Lauenburg;-;Gülzow,Müssen;-;39.8;0.0;-;-;[53.4686167, 10.5272901];[0, 0]
PR3_LAU_318;Herzogtum Lauenburg;-;Brunstorf;-;65.1;0.0;-;-;[53.4930155, 10.4245876];[0, 0]
PR3_LAU_319;Herzogtum Lauenburg;-;Kollow;-;26. Feb;0.0;-;-;[53.4635666, 10.4590996];[0, 0]
PR3_LAU_320;Herzogtum Lauenburg;-;Worth;-;43.6;0.0;-;-;[53.4684056, 10.4092105];[0, 0]
PR3_LAU_402;Herzogtum Lauenburg;-;Groß Schenkenberg;-;19. Apr;0.0;-;-;[53.7933405, 10.5667695];[0, 0]
PR3_LAU_403;Herzogtum Lauenburg;-;Geesthacht,Wiershop;-;27. Sep;0.0;-;-;[53.4406229, 10.4101209];[0, 0]
PR3_LAU_404;Herzogtum Lauenburg;-;Krummesse,Lübeck,Hansestadt;-;67.0;0.0;-;-;[53.7954438, 10.6826251];[0, 0]
PR3_LAU_501;Herzogtum Lauenburg;-;Krüzen;-;18. Aug;0.0;-;-;[53.4021848, 10.5267557];[0, 0]
PR1_NFL_002;Nordfriesland;Nordfriesland;Ellhöft,Süderlügum;Ellhöft,Süderlügum;219.3;171.4;WKA in Betrieb;WKA in Betrieb;[54.8797942, 8.9304493];[54.8797942, 8.9304493]
PR1_NFL_003;Nordfriesland;Nordfriesland;Ellhöft,Westre;Ellhöft,Westre;238.9;186.5;-;-;[54.8706236, 8.9696339];[54.8706236, 8.9696339]
PR1_NFL_006;Nordfriesland;Nordfriesland;Ellhöft,Süderlügum;Süderlügum;49.2;31.0;WKA in Betrieb;WKA in Betrieb;[54.8797942, 8.9304493];[54.8725632, 8.9073837]
PR1_NFL_009;Nordfriesland;Nordfriesland;Friedrich-Wilhelm-Lübke-Koog,Klanxbüll;Friedrich-Wilhelm-Lübke-Koog,Klanxbüll;41.2;41.2;WKA in Betrieb;WKA in Betrieb;[54.8622866, 8.6540733];[54.8622866, 8.6540733]
PR1_NFL_014;Nordfriesland;Nordfriesland;Friedrich-Wilhelm-Lübke-Koog,Klanxbüll;Friedrich-Wilhelm-Lübke-Koog,Klanxbüll;42.3;42.3;WKA in Betrieb;WKA in Betrieb;[54.8622866, 8.6540733];[54.8622866, 8.6540733]
PR1_NFL_017;Nordfriesland;-;Karlum,Lexgaard,Westre;-;52.5;0.0;-;-;[54.8383166, 8.9654483];[0, 0]
PR1_NFL_018;Nordfriesland;Nordfriesland;Emmelsbüll-Horsbüll;Emmelsbüll-Horsbüll;18. Aug;15. Feb;-;-;[54.8129862, 8.7001092];[54.8129862, 8.7001092]
PR1_NFL_019;Nordfriesland;Nordfriesland;Karlum;Karlum;40.2;34.7;WKA in Betrieb;WKA in Betrieb;[54.8289475, 8.973064];[54.8289475, 8.973064]
PR1_NFL_022;Nordfriesland;-;Karlum,Lexgaard;-;19. Apr;0.0;-;-;[54.8303638, 8.955296];[0, 0]
PR1_NFL_024;Nordfriesland;-;Emmelsbüll-Horsbüll;-;36.6;0.0;-;-;[54.8129862, 8.7001092];[0, 0]
PR1_NFL_025;Nordfriesland;Nordfriesland;Lexgaard,Tinningstedt;Lexgaard,Tinningstedt;33.7;33.7;WKA in Betrieb;WKA in Betrieb;[54.8225247, 8.9341432];[54.8225247, 8.9341432]
PR1_NFL_026;Nordfriesland;Nordfriesland;Braderup,Klixbüll,Lexgaard,Tinningstedt;Braderup,Klixbüll,Lexgaard,Tinningstedt;170.8;149.1;WKA in Betrieb;WKA in Betrieb;[54.820784, 8.9124162];[54.820784, 8.9124162]
PR1_NFL_028;Nordfriesland;Nordfriesland;Emmelsbüll-Horsbüll,Niebüll;Emmelsbüll-Horsbüll,Niebüll;147.2;144.2;-;-;[54.799898, 8.7629726];[54.799898, 8.7629726]
PR1_NFL_029;Nordfriesland;Nordfriesland;Achtrup,Karlum,Ladelund;Achtrup,Karlum;125.2;64.1;-;-;[54.8199845, 9.0079982];[54.8101518, 9.0000453]
PR1_NFL_031;Nordfriesland;Nordfriesland;Bosbüll,Klixbüll;Bosbüll,Klixbüll;177.1;33.8;WKA in Betrieb;WKA in Betrieb;[54.8127114, 8.8756422];[54.8127114, 8.8756422]
PR1_NFL_032;Nordfriesland;Nordfriesland;Niebüll;Niebüll;69.6;54.0;WKA in Betrieb;WKA in Betrieb;[54.7868097, 8.8258359];[54.7868097, 8.8258359]
PR1_NFL_033;Nordfriesland;-;Achtrup;-;31. Jul;0.0;-;-;[54.7913561, 9.0270266];[0, 0]
PR1_NFL_035;Nordfriesland;Nordfriesland;Galmsbüll;Galmsbüll;305.2;171.8;WKA in Betrieb;WKA in Betrieb;[54.7709084, 8.7461668];[54.7709084, 8.7461668]
PR1_NFL_036;Nordfriesland;Nordfriesland;Achtrup;Achtrup;48.8;48.8;-;-;[54.7913561, 9.0270266];[54.7913561, 9.0270266]
PR1_NFL_037;Nordfriesland;-;Galmsbüll;-;29. Sep;0.0;-;-;[54.7709084, 8.7461668];[0, 0]
PR1_NFL_038;Nordfriesland;Nordfriesland;Achtrup,Holt,Schafflund,Sprakebüll;Achtrup,Holt,Schafflund,Sprakebüll;752.2;514.3;WKA in Betrieb;-;[54.7685336, 9.0521778];[54.7685336, 9.0521778]
PR1_NFL_039;Nordfriesland;Nordfriesland;Galmsbüll;Galmsbüll;172.0;116.0;-;-;[54.7709084, 8.7461668];[54.7709084, 8.7461668]
PR1_NFL_040;Nordfriesland;Nordfriesland;Klixbüll,Leck;Klixbüll,Leck;45.5;32.6;-;-;[54.7880023, 8.9312613];[54.7880023, 8.9312613]
PR1_NFL_043;Nordfriesland;Nordfriesland;Klixbüll,Risum-Lindholm;Klixbüll,Risum-Lindholm;310.6;303.4;WKA in Betrieb;WKA in Betrieb;[54.7806291, 8.8798847];[54.7806291, 8.8798847]
PR1_NFL_044;Nordfriesland;-;Leck,Sprakebüll,Stadum;-;92.9;0.0;-;-;[54.7625865, 9.0334872];[0, 0]
PR1_NFL_045;Nordfriesland;Nordfriesland;Galmsbüll;Galmsbüll;71.9;28. Mai;WKA in Betrieb;WKA in Betrieb;[54.7709084, 8.7461668];[54.7709084, 8.7461668]
PR1_NFL_046;Nordfriesland;Nordfriesland;Leck;Leck;127.9;97.7;-;-;[54.7739263, 8.9725059];[54.7739263, 8.9725059]
PR1_NFL_047;Nordfriesland;Nordfriesland;Dagebüll,Galmsbüll;Galmsbüll;215.4;29. Jul;WKA in Betrieb;WKA in Betrieb;[54.7441058, 8.7633054];[54.7709084, 8.7461668]
PR1_NFL_048;Nordfriesland;Nordfriesland;Sprakebüll;Sprakebüll;50.2;50.2;-;-;[54.774857, 9.0770564];[54.774857, 9.0770564]
PR1_NFL_049;Nordfriesland;Nordfriesland;Risum-Lindholm,Stedesand;Stedesand;41.4;20. Apr;-;WKA in Betrieb;[54.7488406, 8.8977251];[54.7385016, 8.9256975]
PR1_NFL_050;Nordfriesland;-;Sprakebüll,Stadum;-;62.5;0.0;-;-;[54.7569166, 9.0639778];[0, 0]
PR1_NFL_051;Nordfriesland;-;Galmsbüll;-;45.8;0.0;-;-;[54.7709084, 8.7461668];[0, 0]
PR1_NFL_052;Nordfriesland;-;Galmsbüll;-;122.5;0.0;-;-;[54.7709084, 8.7461668];[0, 0]
PR1_NFL_053;Nordfriesland;-;Risum-Lindholm;-;60.1;0.0;-;-;[54.7591797, 8.8697526];[0, 0]
PR1_NFL_054;Nordfriesland;-;Hörup,Stadum;-;49.1;0.0;-;-;[54.7389763, 9.0508992];[0, 0]
PR1_NFL_056;Nordfriesland;Nordfriesland;Dagebüll,Risum-Lindholm;Dagebüll,Risum-Lindholm;99.4;99.4;WKA in Betrieb;WKA in Betrieb;[54.7382415, 8.8250983];[54.7382415, 8.8250983]
PR1_NFL_057;Nordfriesland;Nordfriesland;Dagebüll,Galmsbüll,Risum-Lindholm;Risum-Lindholm;90.2;64.8;WKA in Betrieb;WKA in Betrieb;[54.7491305, 8.7987878];[54.7591797, 8.8697526]
PR1_NFL_060;Nordfriesland;Nordfriesland;Enge-Sande,Stadum;Enge-Sande,Stadum;85.5;81.7;-;-;[54.7356366, 9.0082989];[54.7356366, 9.0082989]
PR1_NFL_062;Nordfriesland;Nordfriesland;Enge-Sande;Enge-Sande;40.7;40.7;-;-;[54.7322969, 8.9656986];[54.7322969, 8.9656986]
PR1_NFL_067;Nordfriesland;-;Goldelund,Lindewitt;-;35.5;0.0;-;-;[54.6788605, 9.1088592];[0, 0]
PR1_NFL_069;Nordfriesland;Nordfriesland;Goldebek,Goldelund,Lindewitt;Goldebek,Goldelund,Lindewitt;202.9;95.0;WKA in Betrieb;WKA in Betrieb;[54.6790823, 9.1273902];[54.6790823, 9.1273902]
PR1_NFL_071;Nordfriesland;-;Goldelund,Lütjenholm;-;50.8;0.0;-;-;[54.6814172, 9.0670585];[0, 0]
PR1_NFL_072;Nordfriesland;Nordfriesland;Goldebek,Lindewitt;Goldebek,Lindewitt;391.6;293.0;-;-;[54.679304, 9.1459212];[54.679304, 9.1459212]
PR1_NFL_073;Nordfriesland;Nordfriesland;Langenhorn;Langenhorn;132.1;132.1;-;-;[54.6667, 8.91667];[54.6667, 8.91667]
PR1_NFL_074;Nordfriesland;Nordfriesland;Högel,Lütjenholm;Lütjenholm;61.9;41.1;WKA in Betrieb;WKA in Betrieb;[54.6636972, 9.0422986];[54.683974, 9.0252578]
PR1_NFL_075;Nordfriesland;-;Bordelum;-;59.6;0.0;-;-;[54.6333, 8.93333];[0, 0]
PR1_NFL_076;Nordfriesland;-;Langenhorn;-;34.2;0.0;-;-;[54.6667, 8.91667];[0, 0]
PR1_NFL_077;Nordfriesland;-;Goldebek,Joldelund;-;16. Apr;0.0;-;-;[54.6645246, 9.1417285];[0, 0]
PR1_NFL_079;Nordfriesland;-;Högel;-;34.8;0.0;-;-;[54.6434203, 9.0593395];[0, 0]
PR1_NFL_080;Nordfriesland;Nordfriesland;Bordelum,Langenhorn;Bordelum,Langenhorn;263.1;263.1;WKA in Betrieb;WKA in Betrieb;[54.65, 8.925];[54.65, 8.925]
PR1_NFL_081;Nordfriesland;-;Goldebek,Goldelund,Joldelund;-;144.6;0.0;-;-;[54.6693032, 9.130772];[0, 0]
PR1_NFL_082;Nordfriesland;Nordfriesland;Joldelund,Löwenstedt;Joldelund,Löwenstedt;210.3;155.7;WKA in Betrieb;WKA in Betrieb;[54.6360638, 9.1553344];[54.6360638, 9.1553344]
PR1_NFL_084;Nordfriesland;Nordfriesland;Ockholm,Reußenköge;Reußenköge;88.8;16. Jun;-;-;[54.6354692, 8.8736852];[54.6054055, 8.9194551]
PR1_NFL_085;Nordfriesland;Nordfriesland;Janneby,Jörl,Lindewitt,Löwenstedt;Jörl,Lindewitt,Löwenstedt;540.9;287.5;-;-;[54.6220797, 9.2075929];[54.6220797, 9.2075929]
PR1_NFL_086;Nordfriesland;Nordfriesland;Bordelum,Högel,Sönnebüll,Vollstedt;Bordelum,Högel,Sönnebüll,Vollstedt;132.0;132.0;WKA in Betrieb;WKA in Betrieb;[54.6321097, 9.0077581];[54.6321097, 9.0077581]
PR1_NFL_087;Nordfriesland;Nordfriesland;Bordelum,Langenhorn,Reußenköge;Bordelum,Langenhorn,Reußenköge;517.8;517.8;-;-;[54.6351352, 8.9231517];[54.6351352, 8.9231517]
PR1_NFL_089;Nordfriesland;Nordfriesland;Högel,Vollstedt;Högel,Vollstedt;144.0;110.5;-;-;[54.6335991, 9.0507193];[54.6335991, 9.0507193]
PR1_NFL_090;Nordfriesland;Nordfriesland;Drelsdorf,Högel,Joldelund,Kolkerheide,Löwenstedt,Vollstedt;Drelsdorf,Högel,Joldelund,Vollstedt;477.1;197.8;-;-;[54.6285483, 9.0968922];[54.6305009, 9.0707391]
PR1_NFL_091;Nordfriesland;Nordfriesland;Breklum,Sönnebüll;Breklum,Sönnebüll;18. Mrz;18. Mrz;WKA in Betrieb;WKA in Betrieb;[54.6168689, 8.9891959];[54.6168689, 8.9891959]
PR1_NFL_093;Nordfriesland;-;Drelsdorf,Joldelund,Kolkerheide,Norstedt;-;71.7;0.0;-;-;[54.6174831, 9.1085191];[0, 0]
PR1_NFL_094;Nordfriesland;Nordfriesland;Bordelum,Reußenköge;Reußenköge;400.4;303.4;-;-;[54.6193528, 8.9263926];[54.6054055, 8.9194551]
PR1_NFL_095;Nordfriesland;Nordfriesland;Reußenköge;Reußenköge;133.5;120.7;WKA in Betrieb;WKA in Betrieb;[54.6054055, 8.9194551];[54.6054055, 8.9194551]
PR1_NFL_096;Nordfriesland;Nordfriesland;Haselund,Löwenstedt,Norstedt,Viöl;Haselund,Löwenstedt,Norstedt,Viöl;510.9;362.7;WKA in Betrieb;WKA in Betrieb;[54.5939705, 9.1641951];[54.5939705, 9.1641951]
PR1_NFL_097;Nordfriesland;Nordfriesland;Almdorf,Struckum;Almdorf,Struckum;16.0;16.0;WKA in Betrieb;WKA in Betrieb;[54.585038, 9.0038286];[54.585038, 9.0038286]
PR1_NFL_098;Nordfriesland;-;Drelsdorf;-;23. Jan;0.0;-;-;[54.6050604, 9.043982];[0, 0]
PR1_NFL_099;Nordfriesland;-;Behrendorf,Haselund,Sollwitt,Viöl;-;92.0;0.0;-;-;[54.5806189, 9.2015989];[0, 0]
PR1_NFL_100;Nordfriesland;Nordfriesland;Bredstedt,Breklum,Reußenköge,Struckum;Breklum,Reußenköge,Struckum;349.1;280.8;WKA in Betrieb;WKA in Betrieb;[54.605553, 8.9648669];[54.5995264, 8.965128]
PR1_NFL_101;Nordfriesland;Nordfriesland;Bohmstedt;Bohmstedt;15. Feb;15. Feb;-;-;[54.5806259, 9.0430643];[54.5806259, 9.0430643]
PR1_NFL_102;Nordfriesland;Nordfriesland;Behrendorf,Bondelum,Sollwitt,Süderhackstedt;Behrendorf,Sollwitt,Süderhackstedt;261.7;98.8;WKA in Betrieb;WKA in Betrieb;[54.5729371, 9.2386174];[54.5785999, 9.2250214]
PR1_NFL_103;Nordfriesland;Nordfriesland;Reußenköge;Reußenköge;115.1;115.1;-;-;[54.6054055, 8.9194551];[54.6054055, 8.9194551]
PR1_NFL_104;Nordfriesland;Nordfriesland;Behrendorf;Behrendorf;92.1;87.3;WKA in Betrieb;WKA in Betrieb;[54.5641379, 9.221027];[54.5641379, 9.221027]
PR1_NFL_107;Nordfriesland;Nordfriesland;Bondelum,Sollerup,Treia;Bondelum,Sollerup;80.0;41.7;-;-;[54.5616116, 9.2658095];[54.5616116, 9.2658095]
PR1_NFL_110;Nordfriesland;-;Ahrenviölfeld,Bondelum;-;63.8;0.0;-;-;[54.5475384, 9.2707179];[0, 0]
PR1_NFL_111;Nordfriesland;Nordfriesland;Ahrenviölfeld,Bondelum,Treia;Ahrenviölfeld,Bondelum,Treia;133.5;124.2;WKA in Betrieb;WKA in Betrieb;[54.5475384, 9.2707179];[54.5475384, 9.2707179]
PR1_NFL_112;Nordfriesland;Nordfriesland;Ahrenviöl,Ahrenviölfeld;Ahrenviöl,Ahrenviölfeld;90.0;78.0;-;-;[54.5316718, 9.2406795];[54.5316718, 9.2406795]
PR1_NFL_113;Nordfriesland;Nordfriesland;Arlewatt,Horstedt,Olderup,Schwesing;Arlewatt,Horstedt,Olderup,Schwesing;116.4;82.8;WKA in Betrieb;WKA in Betrieb;[54.5248761, 9.0980756];[54.5248761, 9.0980756]
PR1_NFL_115;Nordfriesland;Nordfriesland;Oster-Ohrstedt;Oster-Ohrstedt;64.0;64.0;WKA in Betrieb;WKA in Betrieb;[54.5167641, 9.2269089];[54.5167641, 9.2269089]
PR1_NFL_118;Nordfriesland;Nordfriesland;Wittbek;Wittbek;72.5;72.5;-;-;[54.4718628, 9.2040368];[54.4718628, 9.2040368]
PR1_NFL_120;Nordfriesland;Nordfriesland;Wittbek;Wittbek;46.3;35.5;-;-;[54.4718628, 9.2040368];[54.4718628, 9.2040368]
PR1_NFL_121;Nordfriesland;-;Mildstedt,Schwesing;-;15. Feb;0.0;-;-;[54.4777579, 9.1148949];[0, 0]
PR1_NFL_122;Nordfriesland;Nordfriesland;Rantrum,Schwesing,Wester-Ohrstedt,Wittbek;Rantrum,Wittbek;177.6;74.0;WKA in Betrieb;WKA in Betrieb;[54.4793591, 9.1637656];[54.4564647, 9.165141]
PR1_NFL_123;Nordfriesland;-;Ostenfeld (Husum),Wittbek;-;28. Apr;0.0;-;-;[54.4677263, 9.2183939];[0, 0]
PR1_NFL_124;Nordfriesland;-;Wittbek;-;23. Jul;0.0;-;-;[54.4718628, 9.2040368];[0, 0]
PR1_NFL_125;Nordfriesland;Nordfriesland;Oldersbek,Ostenfeld (Husum),Rantrum,Winnert;Oldersbek,Ostenfeld (Husum),Rantrum,Winnert;444.1;257.5;-;-;[54.4460106, 9.181572];[54.4460106, 9.181572]
PR1_NFL_135;Nordfriesland;Nordfriesland;Schwesing,Wester-Ohrstedt;Schwesing,Wester-Ohrstedt;106.1;86.2;WKA in Betrieb;WKA in Betrieb;[54.5022534, 9.1623902];[54.5022534, 9.1623902]
PR1_NFL_301;Nordfriesland;Nordfriesland;Dagebüll;Dagebüll;116.0;115.5;WKA in Betrieb;WKA in Betrieb;[54.7173033, 8.7804441];[54.7173033, 8.7804441]
PR1_NFL_302;Nordfriesland;Nordfriesland;Simonsberg,Südermarsch;Südermarsch;185.0;127.6;-;-;[54.4358063, 9.0138425];[54.4350203, 9.0676262]
PR1_NFL_303;Nordfriesland;Nordfriesland;Simonsberg;Simonsberg;18. Sep;18. Sep;WKA in Betrieb;WKA in Betrieb;[54.4365923, 8.9600588];[54.4365923, 8.9600588]
PR1_NFL_304;Nordfriesland;-;Simonsberg,Witzwort;-;86.0;0.0;-;-;[54.4180586, 8.9733508];[0, 0]
PR1_NFL_305;Nordfriesland;-;Koldenbüttel,Witzwort;-;50.5;0.0;-;-;[54.3929041, 9.0273141];[0, 0]
PR1_NFL_306;Nordfriesland;-;Witzwort;-;41.7;0.0;-;-;[54.3995249, 8.9866427];[0, 0]
PR1_NFL_307;Nordfriesland;-;Witzwort;-;46.5;0.0;-;-;[54.3995249, 8.9866427];[0, 0]
PR1_NFL_308;Nordfriesland;Nordfriesland;Uelvesbüll;Uelvesbüll;97.1;84.4;-;-;[54.4166642, 8.9228489];[54.4166642, 8.9228489]
PR1_NFL_309;Nordfriesland;Nordfriesland;Oldenswort,Witzwort;Oldenswort;294.2;106.9;WKA in Betrieb;WKA in Betrieb;[54.3853769, 8.9638975];[54.3712288, 8.9411522]
PR1_NFL_310;Nordfriesland;-;Oldenswort,Witzwort;-;151.2;0.0;-;-;[54.3853769, 8.9638975];[0, 0]
PR1_NFL_311;Nordfriesland;-;Oldenswort,Tönning;-;84.0;0.0;-;-;[54.3450608, 8.9424285];[0, 0]
PR1_NFL_313;Nordfriesland;-;Kotzenbüll,Oldenswort,Tönning;-;214.3;0.0;-;-;[54.3409272, 8.9299947];[0, 0]
PR1_NFL_315;Nordfriesland;-;Oldenswort;-;41.2;0.0;-;-;[54.3712288, 8.9411522];[0, 0]
PR1_NFL_316;Nordfriesland;-;Oldenswort;-;44.6;0.0;-;-;[54.3712288, 8.9411522];[0, 0]
PR1_NFL_317;Nordfriesland;-;Oldenswort,Tetenbüll;-;112.7;0.0;-;-;[54.3612978, 8.8836607];[0, 0]
PR1_NFL_318;Nordfriesland;-;Tetenbüll;-;53.1;0.0;-;-;[54.3513668, 8.8261692];[0, 0]
PR1_NFL_319;Nordfriesland;-;Tating;-;99.5;0.0;WKA in Betrieb;-;[54.3256494, 8.7063937];[0, 0]
PR1_NFL_401;Nordfriesland;-;Sylt;-;33.7;0.0;-;-;[54.9017773, 8.331346];[0, 0]
PR1_NFL_402;Nordfriesland;-;Sylt;-;77.6;0.0;-;-;[54.9017773, 8.331346];[0, 0]
PR1_NFL_403;Nordfriesland;-;Alkersum,Borgsum,Midlum,Nieblum,Oevenum,Oldsum,Süderende,Wrixum;-;669.4;0.0;-;-;[54.7101873, 8.4932484];[0, 0]
PR1_NFL_404;Nordfriesland;-;Oevenum;-;25.0;0.0;-;-;[54.7108916, 8.5309084];[0, 0]
PR1_NFL_405;Nordfriesland;-;Süderlügum;-;28. Jan;0.0;-;-;[54.8725632, 8.9073837];[0, 0]
PR1_NFL_406;Nordfriesland;Nordfriesland;Bramstedtlund,Ladelund,Weesby;Bramstedtlund,Weesby;257.2;58.5;-;-;[54.8403869, 9.0543542];[54.8411238, 9.0848044]
PR1_NFL_407;Nordfriesland;-;Bramstedtlund,Ladelund;-;52.4;0.0;-;-;[54.8403869, 9.0543542];[0, 0]
PR1_NFL_409;Nordfriesland;-;Galmsbüll,Risum-Lindholm;-;89.5;0.0;-;-;[54.7650441, 8.8079597];[0, 0]
PR1_NFL_410;Nordfriesland;-;Treia;-;15. Feb;0.0;-;-;[0, 0];[0, 0]
PR1_NFL_411;Nordfriesland;-;Goldelund;-;21.0;0.0;-;-;[54.6788605, 9.1088592];[0, 0]
PR1_NFL_412;Nordfriesland;-;Immenstedt;-;19.0;0.0;-;-;[54.5393275, 9.1633145];[0, 0]
PR1_NFL_413;Nordfriesland;-;Ahrenshöft,Viöl;-;39.5;0.0;-;-;[54.5638885, 9.1214645];[0, 0]
PR1_NFL_414;Nordfriesland;Nordfriesland;Elisabeth-Sophien-Koog,Nordstrand;Elisabeth-Sophien-Koog,Nordstrand;50.6;41.4;-;-;[54.4989495, 8.8726774];[54.4989495, 8.8726774]
PR1_NFL_415;Nordfriesland;-;Koldenbüttel,Witzwort;-;31. Jul;0.0;-;-;[54.3929041, 9.0273141];[0, 0]
PR1_NFL_416;Nordfriesland;-;Witzwort;-;21. Apr;0.0;-;-;[54.3995249, 8.9866427];[0, 0]
PR1_NFL_417;Nordfriesland;-;Oldenswort;-;22. Apr;0.0;-;-;[54.3712288, 8.9411522];[0, 0]
PR1_NFL_418;Nordfriesland;-;Kotzenbüll,Tönning;-;39.0;0.0;-;-;[54.3257764, 8.924416];[0, 0]
PR1_NFL_419;Nordfriesland;-;Garding,Kirchspiel,Katharinenheerd,Tönning,Welt;-;216.7;0.0;-;-;[54.3226504, 8.8290435];[0, 0]
PR1_NFL_420;Nordfriesland;-;Tönning;-;61.6;0.0;-;-;[54.3188928, 8.9437049];[0, 0]
PR1_NFL_421;Nordfriesland;-;Tönning;-;152.1;0.0;-;-;[54.3188928, 8.9437049];[0, 0]
PR1_NFL_425;Nordfriesland;Nordfriesland;Bramstedtlund,Holt,Ladelund;Bramstedtlund,Holt,Ladelund;372.3;187.3;WKA in Betrieb;WKA in Betrieb;[54.8403869, 9.0543542];[54.8403869, 9.0543542]
PR1_NFL_426;Nordfriesland;-;Ahrenshöft;-;21. Jun;0.0;-;-;[54.5581443, 9.0713273];[0, 0]
PR1_NFL_427;Nordfriesland;Nordfriesland;Karlum,Ladelund;Karlum,Ladelund;72.5;55.9;WKA in Betrieb;WKA in Betrieb;[54.8342987, 8.998484];[54.8342987, 8.998484]
PR1_NFL_501;Nordfriesland;-;Ahrenviöl,Immenstedt;-;84.0;0.0;WKA in Betrieb;-;[54.5346029, 9.1845236];[0, 0]
PR1_NFL_502;Nordfriesland;-;Ladelund;-;31.2;0.0;-;-;[54.8396499, 9.023904];[0, 0]
PR1_NFL_503;Nordfriesland;-;Ladelund;-;41.3;0.0;-;-;[54.8396499, 9.023904];[0, 0]
PR1_NFL_504;Nordfriesland;Nordfriesland;Olderup;Olderup;16.0;16.0;WKA in Betrieb;WKA in Betrieb;[54.538708, 9.1101719];[54.538708, 9.1101719]
PR3_OHS_001;Ostholstein;Ostholstein;Fehmarn;Fehmarn;601.1;360.5;WKA in Betrieb;WKA in Betrieb;[54.4687375, 11.1340848];[54.4687375, 11.1340848]
PR3_OHS_002;Ostholstein;-;Fehmarn;-;20. Mai;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_003;Ostholstein;-;Fehmarn;-;219.0;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_005;Ostholstein;Ostholstein;Fehmarn;Fehmarn;203.2;98.1;-;-;[54.4687375, 11.1340848];[54.4687375, 11.1340848]
PR3_OHS_007;Ostholstein;-;Fehmarn;-;144.6;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
PR3_OHS_008;Ostholstein;-;Fehmarn;-;141.9;0.0;-;-;[54.4687375, 11.1340848];[0, 0]
